color_feat_0,color_feat_1,color_feat_2,color_feat_3,color_feat_4,color_feat_5,color_feat_6,color_feat_7,color_feat_8,color_feat_9,color_feat_10,color_feat_11,color_feat_12,color_feat_13,color_feat_14,color_feat_15,color_feat_16,color_feat_17,color_feat_18,color_feat_19,color_feat_20,color_feat_21,color_feat_22,color_feat_23,color_feat_24,color_feat_25,color_feat_26,color_feat_27,color_feat_28,color_feat_29,texture_feat_0,texture_feat_1,texture_feat_2,texture_feat_3,texture_feat_4,texture_feat_5,texture_feat_6,texture_feat_7,texture_feat_8,texture_feat_9,texture_feat_10,texture_feat_11,texture_feat_12,texture_feat_13,edge_feat_0,edge_feat_1,edge_feat_2,edge_feat_3,edge_feat_4,edge_feat_5,edge_feat_6,edge_feat_7,edge_feat_8,edge_feat_9,edge_feat_10,edge_feat_11,label,filename
199.82106983418367,66.35767860004664,240.0,122.0,246.0,193.32651068239795,56.85606669602552,227.0,129.0,232.0,164.00039859693877,94.05387317125536,223.0,46.0,228.0,15.751733896683673,13.847729530314718,10.0,74.09693877551021,92.3573084215941,20.0,202.36403858418367,62.391357818509505,240.0,197.79767219387756,57.85151847388606,126.22973134566327,8.437378219522872,143.1310188137755,19.002390740137017,0.04834980867250578,0.0451211734684885,0.013771524234419413,0.00589923469375998,0.00448421556113512,0.003328284438709178,0.0024115114795437756,0.0029097576530032333,0.00283003826524972,0.0038863201529837706,0.119161399077632,0.11521070765084311,0.9999999987499999,0.0,15.707170758928571,34.00133014195851,0.8946308992346939,16.64032605229592,40.576654139302256,0.8509646045918368,9.282744738520408,18.18021137834677,0.876594387755102,12.629045758928571,55.32552640278874,0.049525669642857144,Bacterial leaf blight,aug_0_1023.jpg
216.35060586734693,47.954161915740826,246.0,162.0,248.0,211.3897480867347,42.45013442564602,238.0,162.0,239.0,181.77961575255102,87.21100724894372,236.0,123.0,237.0,19.299107142857142,26.92740167445608,13.0,57.63004225127551,81.8820256510986,12.0,217.7318040497449,45.66999238081439,246.0,215.12639508928572,42.357357037470734,125.95352359693878,7.610974283792472,142.95236766581633,22.65173651326433,0.06174266581509601,0.038843271682899326,0.010303730867141586,0.004225127550936202,0.004544005101950255,0.0028101084183113417,0.0022720025509751275,0.0027303890305578286,0.0032884247448324213,0.003089126275448638,0.12153620183590354,0.11404704911644976,0.9433095172659615,0.0,19.168247767857142,45.26759149093061,0.9011080994897959,11.252232142857142,28.504054318719064,0.8635004783163265,8.183713329081632,17.04036850171258,0.8787866709183674,13.299884406887756,56.69729798253001,0.05215640943877551,Bacterial leaf blight,aug_0_1079.jpg
189.34628109056123,54.463677244488174,163.0,140.0,247.0,188.19955755739795,48.3244135022204,165.0,145.0,239.0,136.73104671556123,96.709435903298,151.0,36.0,236.0,24.683135363520407,22.484817709874395,30.0,94.99294483418367,93.25066505635054,19.0,192.19589046556123,51.63339390282442,168.0,191.76841517857142,48.19459108841642,121.8662109375,8.67028290682948,153.29932637117346,25.363716379946112,0.05937101402942899,0.041214923468566346,0.011977838009965365,0.005580357142745927,0.004065688775429175,0.003846460459107014,0.0034877232142162045,0.005341198979485387,0.0036073022958464742,0.0057995854590680886,0.11189408504141422,0.12352121882606724,0.9520160880191867,0.0,26.48274075255102,51.17074997922528,0.9114516900510204,22.505978954081634,44.824347539904565,0.8904456313775511,15.676299426020408,29.27444605480306,0.9063496492346939,25.53252551020408,76.5433481510498,0.10012755102040816,Bacterial leaf blight,aug_0_1118.jpg
204.52772241709184,56.672851087139975,236.0,180.75,238.0,195.12902582908163,47.23921064430654,221.0,151.0,224.0,170.11561304209184,81.98988866492311,217.0,99.0,220.0,13.420758928571429,12.668070457567914,9.0,64.01476801658163,76.01519080183319,21.0,206.87759088010205,52.305590561179926,236.0,200.77702487244898,48.420319400854424,127.6997369260204,8.492684047387566,141.88418765943877,17.392886943593954,0.05247528698875009,0.0521962691316128,0.015644929846626975,0.0065369897957880865,0.004025829081552419,0.0033482142856475564,0.002630739795865937,0.0028698979591264768,0.003148915816263773,0.003527582908092961,0.13422925945661926,0.0987941479863465,0.6477167738254418,0.0,12.342972735969388,30.5737051448307,0.9391342474489796,15.197644292091837,46.17401556262965,0.8807397959183674,9.359095982142858,18.47146452310666,0.9328762755102041,6.67789381377551,40.7218449572793,0.02618781887755102,Bacterial leaf blight,aug_0_1151.jpg
217.14666374362244,64.35627199680435,255.0,187.0,255.0,218.42729591836735,59.61339941237345,255.0,170.0,255.0,201.3409199617347,84.29549450283596,255.0,109.0,255.0,11.164640465561224,18.35290004965594,0.0,36.865553252551024,59.0969474614673,0.0,221.13356983418367,57.45003978595724,255.0,219.68999123086735,58.14150502401184,124.81148357780613,7.7449732493933325,137.07079081632654,14.534887869614357,0.011539381377321042,0.012137276785472391,0.003846460459107014,0.002451371173420532,0.0016143176020086431,0.00153459821425513,0.0016940369897621565,0.0027303890305578286,0.002551020408112424,0.004763233418272416,0.044174294861425954,0.10176544959864112,0.9999999987499999,0.0,6.492067920918367,21.522545091322765,0.32224569515306123,32.564572704081634,88.59764224520572,0.3344228316326531,11.403021364795919,31.052269821446703,0.3283641581632653,19.835479113520407,68.2978838785273,0.07778619260204081,Bacterial leaf blight,aug_0_1186.jpg
220.3650749362245,47.07629029274891,247.0,172.75,248.0,215.1179647640306,41.41665487447946,238.0,170.0,240.0,185.98539142219389,87.09309110883451,236.0,146.0,237.0,13.741768973214286,12.22975007601358,8.0,56.12705277423469,80.92759831267458,12.0,221.53254544005102,44.89926163377988,247.0,218.6351243622449,41.56017952725722,126.07350127551021,7.612793067563256,142.7517936862245,22.27639333615584,0.06736288265171869,0.03483737244828529,0.009227519132469159,0.003786670918291879,0.0035475127550313396,0.003089126275448638,0.001733896683638913,0.002630739795865937,0.0020129145407762096,0.0028101084183113417,0.12367698390444418,0.11103767663244703,0.9999999987499999,0.0,17.399932238520407,46.090696021147004,0.8663504464285714,9.726781728316327,25.515978621127257,0.8338647959183674,8.102140465561224,17.512748189633594,0.8478555484693877,13.777602838010203,57.649513300032766,0.054029815051020405,Bacterial leaf blight,aug_0_1223.jpg
252.64636479591837,17.339219679132327,255.0,255.0,255.0,252.36140784438774,16.54026004302633,255.0,255.0,255.0,251.38966836734693,22.45116991104726,255.0,255.0,255.0,0.9451331313775511,6.665628500492246,0.0,2.3671476403061225,15.253392536095625,0.0,252.91061463647958,14.609871456044555,255.0,252.58340640943877,15.698404708725205,127.93815768494898,2.2753019644312356,128.55691964285714,3.351710785930421,0.0021524234693448578,0.001275510204056212,0.0004982461734594578,0.00027901785713729636,0.0001992984693837831,0.0001594387755070265,0.0001992984693837831,0.00027901785713729636,0.0004783163265210795,0.0007573341836583759,0.006512870234851945,0.0444644997881022,0.9999999987499999,0.0,4.9477439413265305,38.82427870993791,0.039560746173469385,3.124202806122449,23.89841467129885,0.039740114795918366,2.395866549744898,18.62151852494813,0.03860411352040816,2.881556919642857,26.95354604180658,0.011300223214285714,Bacterial leaf blight,aug_0_1231.jpg
220.57306281887756,47.779268528413155,248.0,166.0,250.0,216.52547034438774,42.62301174950324,240.0,167.0,243.0,189.5966198979592,83.80648077232605,238.0,143.0,239.0,15.733278858418368,11.809988758752825,13.0,50.49609375,75.85923089537047,12.0,221.91254783163265,45.403942799729464,248.0,219.61371970663265,42.26411012538379,125.81230070153062,7.275167227995029,141.6778938137755,21.049231706862454,0.05959024234575115,0.04047751913184635,0.011997767856903744,0.004165338010121067,0.0026506696428043154,0.0021524234693448578,0.0016940369897621565,0.001913265306084318,0.002232142857098371,0.0037468112244151224,0.12130926381625613,0.10490103486106353,0.9999999987499999,0.0,18.36264349489796,46.19536685706634,0.818359375,10.607780612244898,26.227576404140407,0.7839006696428571,9.85383450255102,22.39599437575088,0.8011798469387755,14.341717155612244,58.7490682795016,0.05624202806122449,Bacterial leaf blight,aug_0_1256.jpg
209.49663185586735,49.31835209263025,246.0,155.0,248.0,205.01293447066325,43.99599314955909,238.0,155.0,239.0,180.32439811862244,82.02076460827273,236.0,161.0,237.0,31.662547831632654,41.964705606724614,13.0,52.50956632653061,78.03200350365273,12.0,211.91990194515307,46.18306248832286,246.0,209.3704161352041,43.20770764337011,126.49888392857143,7.252553233861631,140.4753866390306,22.233857508148823,0.05739795918252954,0.04109534438693608,0.012874681122192389,0.005819515306006467,0.00448421556113512,0.004025829081552419,0.002551020408112424,0.003966039540737284,0.002172353316283236,0.0028898278060648552,0.11813169174684895,0.11756989909582508,0.9672603025202587,0.0,16.950932716836736,38.912665882986815,0.8944316007653061,12.33725286989796,33.0750677896938,0.8576411033163265,7.538225446428571,15.808447340831057,0.875358737244898,12.989875637755102,56.06854214747525,0.0509406887755102,Bacterial leaf blight,aug_0_1266.jpg
235.7135084502551,53.967386155108805,255.0,255.0,255.0,237.15441645408163,45.09805819482601,255.0,255.0,255.0,230.1006457270408,62.35750812641649,255.0,255.0,255.0,6.516621492346939,17.335158941424837,0.0,17.602120535714285,45.65012647126637,0.0,239.20238759566325,42.92563160179367,255.0,237.76175860969389,44.721585059668094,126.24900350765306,7.914669870970094,131.7207629145408,9.181136090323072,0.008549904336564296,0.00508211096928647,0.0020328443877145877,0.0012555803571178336,0.0007971938775351324,0.0010363520407956721,0.001275510204056212,0.0016741071428237782,0.0018335459183308046,0.004085618622367553,0.029589632502855668,0.08664480428241525,0.9999999987499999,0.0,13.815868144132653,50.547586494893366,0.19463488520408162,21.805544483418366,83.7227863085833,0.1966278698979592,10.98276068239796,39.55938286571174,0.19234295280612246,11.256875797193878,52.381161456872924,0.04414461096938776,Bacterial leaf blight,aug_0_1296.jpg
245.7425462372449,34.912446354859775,255.0,255.0,255.0,246.7819674744898,28.474043268745145,255.0,255.0,255.0,241.6956712372449,44.613616964266214,255.0,255.0,255.0,4.320352359693878,14.831966090698783,0.0,9.274135044642858,31.838660467925457,0.0,247.42960778061226,27.534091292946403,255.0,246.98824139030611,28.308858741168727,126.78437898596938,5.5684626739812755,130.5528938137755,8.438746624434405,0.0065170599488497075,0.0034877232142162045,0.0022122130101599924,0.0017538265305772913,0.0013552295918097253,0.0016940369897621565,0.0013352997448713468,0.0011160714285491855,0.0020328443877145877,0.001992984693837831,0.017834438926086937,0.06891848672514285,0.9999999987499999,0.0,7.996771364795919,40.4657836924045,0.13319116709183673,7.517139668367347,37.40642334268118,0.13129783163265307,3.0857979910714284,16.596276716541592,0.1297233737244898,5.56999362244898,37.27363068940786,0.02184311224489796,Bacterial leaf blight,aug_0_1307.jpg
